/IN_AMP X,/IN_AMP Y,/OUT_AMP X,/OUT_AMP Y
2.696770291924264e-10,-0.0003682826302248137,2.696770291924264e-10,0.001547463022200931
2.703660732831837e-10,-0.0003514118824174007,2.703660732831837e-10,0.001261478666841676
2.717441614646984e-10,-0.0003176703868025747,2.717441614646984e-10,0.0006558066578368763
2.731874156528647e-10,-0.0002823333484952235,2.731874156528647e-10,3.123602114191345e-06
2.760739240291973e-10,-0.0002116592718805211,2.760739240291973e-10,-0.001185695138652748
2.794174785834372e-10,-0.0001137037907617757,2.794174785834372e-10,-0.002109900317090817
2.825545235485339e-10,5.145715287063098e-05,2.825545235485339e-10,-0.002333548926495445
2.847849013721934e-10,0.0001688833645159694,2.847849013721934e-10,-0.002085609763836182
2.866232199168467e-10,0.0002656682142423861,2.866232199168467e-10,-0.001659802738995638
2.884615384615e-10,0.0003624530639688,2.884615384615e-10,-0.001087790225617554
2.889248653144354e-10,0.0003378980337924991,2.889248653144354e-10,-0.0009246334732019866
2.896920804469649e-10,0.0002972377728738303,2.896920804469649e-10,-0.0006499229550071984
2.912152892435081e-10,0.0002165119575515314,2.912152892435081e-10,-9.260428916757141e-05
2.928854979875427e-10,0.0001279955552522432,2.928854979875427e-10,0.0005010186805832696
2.962259154756119e-10,-4.903724934633308e-05,2.962259154756119e-10,0.001444872797615813
2.988115922380339e-10,-0.0001548788651628344,2.988115922380339e-10,0.001842284303005048
3.014853302172666e-10,-0.0001830599385924993,3.014853302172666e-10,0.001873978002451671
3.030692833418257e-10,-0.0001997547305500703,3.030692833418257e-10,0.001714544881373008
3.062371895909438e-10,-0.0002331443144652125,3.062371895909438e-10,0.001100684569825141
3.076923076923e-10,-0.0002484811912952,3.076923076923e-10,0.0007225029070498693
3.083224363572208e-10,-0.0002061741897675996,3.083224363572208e-10,0.000549225821530031
3.090326026999398e-10,-0.0001584934378531636,3.090326026999398e-10,0.0003534793415071149
3.104529353853779e-10,-6.313193402429167e-05,3.104529353853779e-10,-3.196565787249744e-05
3.122970767612985e-10,6.06841948896202e-05,3.122970767612985e-10,-0.0004912001693433941
3.159853595131398e-10,0.0003083164527174439,3.159853595131398e-10,-0.001125605759950132
3.173076923077e-10,0.0003970982185279,3.173076923077e-10,-0.001239404038363652
3.177858438467456e-10,0.0003802529082926855,3.177858438467456e-10,-0.001258777062965889
3.183174098550868e-10,0.0003615258027836731,3.183174098550868e-10,-0.001274689106294102
3.193805418717692e-10,0.0003240715917656482,3.193805418717692e-10,-0.001273498191483429
3.207428910573642e-10,0.0002760759401656356,3.207428910573642e-10,-0.001211338168632649
3.234675894285542e-10,0.0001800846369656104,3.234675894285542e-10,-0.0009226016330152638
3.277162804784972e-10,5.427587002725869e-06,3.277162804784972e-10,-0.0002403136112315339
3.303699930242583e-10,-0.0001716196048285922,3.303699930242583e-10,0.0002026957099683658
3.330237055700194e-10,-0.0003486667966599104,3.330237055700194e-10,0.0005485737691502852
